157,0.898,0.098,0.094
158,0.887,0.093,0.087
159,0.897,0.121,0.103
160,0.882,0.101,0.121
161,0.908,0.099,0.087
162,0.883,0.085,0.087
163,0.881,0.097,0.091
164,0.897,0.097,0.108
165,0.914,0.089,0.107
166,0.9,0.106,0.092
167,0.904,0.088,0.094
168,0.914,0.1,0.091
169,0.911,0.079,0.098
170,0.907,0.084,0.098
171,0.895,0.096,0.091
172,0.912,0.093,0.079
173,0.917,0.09,0.092
174,0.921,0.112,0.08
175,0.918,0.09,0.085
176,0.9,0.09,0.092
177,0.907,0.107,0.091
178,0.916,0.078,0.085
179,0.918,0.106,0.089
180,0.906,0.087,0.075
181,0.921,0.103,0.078
182,0.919,0.097,0.078
183,0.898,0.09,0.078
184,0.914,0.082,0.088
185,0.915,0.109,0.076
186,0.913,0.094,0.084
187,0.928,0.075,0.093
188,0.915,0.077,0.076
189,0.918,0.089,0.087
190,0.927,0.072,0.081
191,0.912,0.085,0.096
192,0.923,0.073,0.068
193,0.915,0.098,0.073
194,0.925,0.085,0.079
195,0.917,0.079,0.057
196,0.92,0.067,0.081
197,0.926,0.089,0.067
198,0.931,0.083,0.056
199,0.915,0.085,0.08
200,0.928,0.085,0.07
201,0.923,0.075,0.068
202,0.934,0.067,0.075
203,0.919,0.065,0.079
204,0.942,0.066,0.076
205,0.933,0.08,0.073
206,0.906,0.092,0.067
207,0.93,0.066,0.079
208,0.926,0.065,0.065
209,0.936,0.071,0.071
210,0.896,0.081,0.07
211,0.922,0.069,0.078
212,0.922,0.082,0.073
213,0.919,0.08,0.071
214,0.921,0.062,0.051
215,0.932,0.072,0.08
216,0.95,0.092,0.058
217,0.925,0.069,0.072
218,0.919,0.075,0.073
219,0.929,0.084,0.061
220,0.932,0.057,0.063
221,0.926,0.067,0.073
222,0.937,0.075,0.066
223,0.939,0.062,0.068
224,0.929,0.058,0.077
225,0.936,0.068,0.06
226,0.93,0.059,0.056
227,0.937,0.061,0.076
228,0.926,0.059,0.062
229,0.937,0.048,0.066
230,0.926,0.059,0.065
231,0.931,0.062,0.063
232,0.934,0.069,0.077
233,0.934,0.07,0.058
234,0.938,0.074,0.069
235,0.934,0.072,0.064
236,0.937,0.051,0.061
237,0.928,0.057,0.052
238,0.941,0.062,0.076
239,0.94,0.052,0.047
240,0.94,0.06,0.07
241,0.938,0.059,0.056
242,0.945,0.069,0.054
243,0.941,0.067,0.07
244,0.939,0.055,0.058
245,0.943,0.059,0.068
246,0.949,0.056,0.044
247,0.938,0.056,0.065
248,0.943,0.059,0.048
249,0.95,0.061,0.053
250,0.942,0.052,0.058
251,0.956,0.061,0.065
252,0.951,0.061,0.064
253,0.935,0.051,0.052
254,0.955,0.065,0.045
255,0.952,0.051,0.052
256,0.945,0.045,0.07
257,0.944,0.052,0.062
258,0.941,0.059,0.052
259,0.958,0.062,0.047
260,0.947,0.05,0.05
261,0.953,0.05,0.042
262,0.944,0.06,0.048
263,0.952,0.047,0.05
264,0.944,0.058,0.061
265,0.946,0.055,0.054
266,0.945,0.05,0.039
267,0.957,0.051,0.071
268,0.96,0.053,0.05
269,0.94,0.052,0.051
270,0.948,0.051,0.052
271,0.935,0.052,0.042
272,0.958,0.046,0.056
273,0.95,0.047,0.045
274,0.948,0.062,0.058
275,0.949,0.052,0.044
276,0.943,0.041,0.045
277,0.962,0.041,0.035
278,0.949,0.046,0.041
279,0.956,0.041,0.05
280,0.947,0.046,0.046
281,0.941,0.047,0.054
282,0.951,0.049,0.038
283,0.95,0.036,0.041
284,0.953,0.044,0.037
285,0.957,0.045,0.048
286,0.955,0.048,0.044
287,0.968,0.04,0.05
288,0.949,0.047,0.05
289,0.959,0.036,0.045
290,0.947,0.051,0.053
291,0.941,0.032,0.041
292,0.963,0.039,0.044
293,0.957,0.046,0.028
294,0.965,0.052,0.04
295,0.946,0.04,0.057
296,0.963,0.027,0.03
297,0.949,0.046,0.04
298,0.961,0.045,0.047
299,0.963,0.035,0.041
300,0.956,0.043,0.042
301,0.954,0.041,0.038
302,0.958,0.043,0.038
303,0.946,0.034,0.035
304,0.962,0.043,0.045
305,0.964,0.03,0.037
306,0.955,0.032,0.034
307,0.957,0.034,0.039
308,0.958,0.043,0.039
309,0.963,0.036,0.044
310,0.965,0.041,0.032
311,0.958,0.034,0.041
312,0.958,0.039,0.043
313,0.964,0.04,0.031
314,0.972,0.034,0.041
315,0.951,0.046,0.035
316,0.961,0.034,0.035
317,0.965,0.039,0.037
318,0.966,0.045,0.044
319,0.969,0.044,0.043
320,0.958,0.038,0.039
321,0.967,0.028,0.042
322,0.972,0.041,0.035
323,0.953,0.043,0.043
324,0.952,0.028,0.044
325,0.97,0.037,0.045
326,0.968,0.044,0.041
327,0.968,0.04,0.038
328,0.964,0.044,0.026
329,0.953,0.033,0.037
330,0.96,0.033,0.039
331,0.963,0.04,0.037
332,0.966,0.034,0.042
333,0.972,0.027,0.023
334,0.967,0.026,0.039
335,0.977,0.042,0.033
336,0.974,0.043,0.022
337,0.969,0.029,0.039
338,0.963,0.038,0.024
339,0.965,0.032,0.035
340,0.966,0.032,0.034
341,0.972,0.041,0.024
342,0.973,0.021,0.039
343,0.974,0.03,0.038
344,0.972,0.025,0.035
345,0.951,0.034,0.027
346,0.968,0.031,0.029
347,0.971,0.03,0.035
348,0.969,0.035,0.037
349,0.967,0.032,0.044
350,0.965,0.031,0.022
351,0.959,0.029,0.03
352,0.976,0.026,0.035
353,0.964,0.023,0.027
354,0.964,0.029,0.028
355,0.961,0.028,0.027
356,0.969,0.02,0.028
357,0.977,0.037,0.036
358,0.976,0.029,0.032
359,0.968,0.025,0.036
360,0.973,0.037,0.036
361,0.97,0.044,0.025
362,0.968,0.036,0.022
363,0.972,0.021,0.037
364,0.965,0.028,0.024
365,0.967,0.029,0.031
366,0.967,0.035,0.036
367,0.973,0.023,0.028
368,0.974,0.025,0.027
369,0.974,0.025,0.034
370,0.968,0.028,0.029
371,0.966,0.027,0.039
372,0.979,0.016,0.018
373,0.968,0.032,0.025
374,0.974,0.03,0.027
375,0.974,0.022,0.034
376,0.974,0.032,0.033
377,0.978,0.026,0.028
378,0.961,0.026,0.027
379,0.97,0.024,0.029
380,0.977,0.035,0.028
381,0.985,0.028,0.017
382,0.975,0.026,0.021
383,0.98,0.019,0.026
384,0.982,0.029,0.015
385,0.97,0.02,0.032
386,0.974,0.025,0.024
387,0.97,0.032,0.019
388,0.975,0.028,0.024
389,0.972,0.012,0.024
390,0.982,0.022,0.026
391,0.978,0.021,0.03
392,0.977,0.024,0.024
393,0.98,0.026,0.02
394,0.978,0.027,0.021
395,0.975,0.021,0.03
396,0.98,0.027,0.025
397,0.976,0.033,0.029
398,0.981,0.027,0.018
399,0.984,0.018,0.02
400,0.973,0.025,0.024
401,0.982,0.019,0.022
402,0.979,0.026,0.03
403,0.982,0.029,0.031
404,0.981,0.028,0.016
405,0.983,0.023,0.021
406,0.98,0.021,0.029
407,0.978,0.022,0.014
408,0.984,0.033,0.016
409,0.978,0.018,0.022
410,0.975,0.023,0.013
411,0.98,0.02,0.018
412,0.983,0.023,0.025
413,0.979,0.027,0.021
414,0.979,0.019,0.026
415,0.977,0.019,0.023
416,0.981,0.018,0.011
417,0.981,0.023,0.025
418,0.975,0.026,0.023
419,0.985,0.028,0.021
420,0.981,0.015,0.019
421,0.985,0.018,0.02
422,0.987,0.023,0.024
423,0.971,0.022,0.02
424,0.984,0.016,0.018
425,0.98,0.022,0.024
426,0.978,0.021,0.02
427,0.98,0.021,0.027
428,0.978,0.017,0.014
429,0.974,0.022,0.019
430,0.972,0.02,0.017
431,0.984,0.014,0.022
432,0.981,0.02,0.017
433,0.987,0.01,0.025
434,0.986,0.023,0.017
435,0.981,0.021,0.017
436,0.984,0.015,0.013
437,0.987,0.021,0.022
438,0.986,0.023,0.017
439,0.974,0.019,0.018
440,0.969,0.022,0.017
441,0.983,0.02,0.014
442,0.983,0.018,0.024
443,0.986,0.014,0.02
444,0.988,0.016,0.012
445,0.987,0.017,0.019
446,0.978,0.026,0.023
447,0.993,0.019,0.019
448,0.987,0.019,0.008
449,0.981,0.017,0.018
450,0.98,0.028,0.016
451,0.983,0.013,0.022
452,0.986,0.013,0.018
453,0.986,0.024,0.02
454,0.99,0.015,0.014
455,0.993,0.022,0.018
456,0.987,0.015,0.025
457,0.986,0.006,0.015
458,0.981,0.016,0.014
459,0.98,0.021,0.011
460,0.98,0.02,0.01
461,0.989,0.012,0.019
462,0.976,0.011,0.009
463,0.983,0.021,0.015
464,0.988,0.02,0.018
465,0.983,0.018,0.008
466,0.982,0.017,0.019
467,0.986,0.012,0.013
468,0.986,0.017,0.011
469,0.983,0.02,0.007
470,0.98,0.016,0.008
471,0.988,0.012,0.025
472,0.981,0.025,0.011
473,0.994,0.015,0.015
474,0.987,0.019,0.01
475,0.985,0.016,0.019
476,0.995,0.009,0.014
477,0.991,0.01,0.016
478,0.986,0.013,0.015
479,0.979,0.018,0.013
480,0.983,0.018,0.014
481,0.986,0.022,0.013
482,0.981,0.017,0.01
483,0.987,0.016,0.01
484,0.98,0.015,0.02
485,0.978,0.01,0.014
486,0.987,0.009,0.014
487,0.982,0.015,0.01
488,0.984,0.018,0.017
489,0.987,0.011,0.015
490,0.988,0.01,0.014
491,0.988,0.017,0.013
492,0.99,0.017,0.015
493,0.991,0.01,0.01
494,0.98,0.006,0.018
495,0.983,0.007,0.011
496,0.979,0.019,0.022
497,0.986,0.011,0.014
498,0.986,0.013,0.017
499,0.992,0.014,0.016
500,0.99,0.012,0.015
501,0.993,0.014,0.013
502,0.993,0.011,0.012
503,0.987,0.012,0.009
504,0.988,0.015,0.015
505,0.989,0.011,0.011
506,0.991,0.014,0.013
507,0.985,0.011,0.005
508,0.988,0.011,0.015
509,0.982,0.014,0.008
510,0.986,0.017,0.017
511,0.988,0.013,0.008
512,0.987,0.014,0.011
513,0.989,0.01,0.016
514,0.985,0.014,0.019
515,0.99,0.017,0.012
516,0.987,0.022,0.009
517,0.987,0.009,0.017
518,0.994,0.007,0.01
519,0.992,0.011,0.012
520,0.984,0.018,0.013
521,0.984,0.017,0.008
522,0.98,0.015,0.009
523,0.988,0.018,0.008
524,0.993,0.01,0.01
525,0.993,0.008,0.012
526,0.993,0.01,0.012
527,0.989,0.009,0.015
528,0.99,0.008,0.015
529,0.992,0.009,0.013
530,0.99,0.012,0.009
531,0.994,0.01,0.015
532,0.991,0.012,0.014
533,0.988,0.006,0.008
534,0.982,0.008,0.011
535,0.984,0.009,0.005
536,0.987,0.01,0.006
537,0.993,0.011,0.006
538,0.981,0.01,0.008
539,0.988,0.014,0.02
540,0.991,0.01,0.01
541,0.989,0.011,0.01
542,0.992,0.015,0.006
543,0.991,0.012,0.01
544,0.989,0.009,0.014
545,0.99,0.007,0.008
546,0.996,0.01,0.011
547,0.991,0.011,0.007
548,0.986,0.006,0.008
549,0.992,0.007,0.011
550,0.991,0.012,0.008
551,0.992,0.003,0.011
552,0.99,0.011,0.008
553,0.997,0.01,0.008
554,0.996,0.009,0.011
555,0.996,0.01,0.015
556,0.99,0.008,0.006
557,0.984,0.009,0.004
558,0.992,0.013,0.008
559,0.986,0.007,0.013
560,0.993,0.012,0.01
561,0.989,0.008,0.009
562,0.993,0.008,0.012
563,0.994,0.01,0.013
564,0.994,0.006,0.007
565,0.985,0.008,0.006
566,0.987,0.011,0.011
567,0.992,0.01,0.008
568,0.996,0.008,0.01
569,0.996,0.004,0.01
570,0.992,0.012,0.004
571,0.987,0.014,0.006
572,0.995,0.004,0.006
573,0.99,0.012,0.011
574,0.993,0.004,0.009
575,0.992,0.009,0.012
576,0.996,0.006,0.004
577,0.993,0.005,0.006
578,0.991,0.006,0.006
579,0.99,0.004,0.006
580,0.99,0.003,0.008
581,0.993,0.005,0.003
582,0.993,0.007,0.009
583,0.993,0.006,0.004
584,0.992,0.005,0.007
585,0.992,0.011,0.013
586,0.99,0.005,0.007
587,0.988,0.004,0.005
588,0.992,0.008,0.006
589,0.993,0.005,0.002
590,0.993,0.005,0.015
591,0.99,0.007,0.007
592,0.988,0.003,0.006
593,0.994,0.002,0.004
594,0.991,0.005,0.01
595,0.993,0.008,0.006
596,0.993,0.008,0.011
597,0.991,0.004,0.007
598,0.996,0.006,0.009
599,0.993,0.008,0.006
600,0.989,0.004,0.003
601,0.99,0.007,0.007
602,0.995,0.008,0.005
603,0.994,0.005,0.009
604,0.994,0.007,0.006
605,0.989,0.006,0.006
606,0.988,0.003,0.009
607,0.99,0.007,0.003
608,0.992,0.009,0.006
609,0.996,0.011,0.011
610,0.995,0.007,0.006
611,0.994,0.006,0.008
612,0.993,0.007,0.008
613,0.995,0.009,0.003
614,0.992,0.006,0.005
615,0.997,0.003,0.007
616,0.994,0.005,0.007
617,0.994,0.004,0.005
618,0.992,0.003,0.005
619,0.992,0.009,0.008
620,0.99,0.006,0.004
621,0.994,0.011,0.009
622,0.994,0.009,0.005
623,0.992,0.007,0.007
624,0.989,0.003,0.005
625,0.991,0.009,0.011
626,0.993,0.003,0.008
627,0.992,0.008,0.006
628,0.995,0.002,0.008
629,0.993,0.005,0.007
630,0.989,0.006,0.006
631,0.995,0.008,0.004
632,0.994,0.006,0.007
633,0.989,0.006,0.008
634,0.998,0.01,0.005
635,0.995,0.003,0.007
636,0.992,0.005,0.007
637,0.994,0.009,0.008
638,0.995,0.005,0.009
639,0.991,0.005,0.007
640,0.997,0.006,0.006
641,0.995,0.001,0.01
642,0.998,0.003,0.006
643,0.994,0.005,0.004
644,0.997,0.008,0.004
645,0.993,0.003,0.006
646,0.994,0.009,0.004
647,0.996,0.002,0.004
648,0.998,0.003,0.01
649,0.992,0.004,0.003
650,0.993,0.006,0.004
651,0.991,0.006,0.002
652,0.993,0.006,0.002
653,0.995,0.006,0.006
654,0.998,0.004,0.005
655,0.997,0.008,0.004
656,0.993,0.007,0.008
657,0.997,0.004,0.007
658,0.995,0.006,0.006
659,0.995,0.002,0.003
660,0.992,0.003,0.002
661,0.995,0.008,0
662,0.996,0.002,0.003
663,0.996,0.006,0.001
664,0.991,0.003,0.005
665,0.997,0.005,0.001
666,0.994,0.009,0.008
667,0.996,0.005,0.009
668,0.987,0.004,0.004
669,0.998,0.002,0.006
670,0.993,0.004,0.005
671,0.994,0.007,0.01
672,0.996,0.003,0.004
673,1,0.005,0.002
674,0.992,0.01,0.003
675,0.998,0.006,0.005
676,0.998,0.01,0.005
677,0.995,0.005,0.004
678,0.997,0.003,0.005
679,0.994,0.004,0.003
680,0.995,0.004,0.006
681,0.997,0.001,0.008
682,0.999,0.002,0.005
683,0.999,0.006,0.005
684,0.997,0.007,0.005
685,0.997,0.002,0.006
686,0.998,0.005,0.005
687,0.997,0.001,0.002
688,0.997,0.001,0.001
689,0.995,0.004,0.005
690,0.995,0.005,0.002
691,0.994,0.002,0.007
692,0.995,0.003,0.005
693,0.994,0.004,0.004
694,0.994,0.002,0.005
695,0.994,0.006,0.002
696,0.995,0.006,0.003
697,0.996,0.004,0.007
698,0.993,0.004,0.006
699,0.992,0.006,0.002
700,0.993,0.004,0.006
701,0.997,0.005,0.005
702,0.996,0.001,0.003
703,0.996,0.007,0.001
704,0.995,0.002,0.008
705,0.996,0.003,0.007
706,0.995,0.003,0.008
707,0.997,0.001,0.006
708,0.997,0.004,0.005
709,0.995,0.003,0.005
710,0.998,0.007,0.004
711,0.994,0.01,0.006
712,0.997,0.007,0.002
713,0.991,0.004,0.002
714,0.998,0.004,0.006
715,0.997,0.008,0.004
716,1,0.006,0.004
717,0.997,0.006,0.002
718,0.997,0.001,0.002
719,0.999,0.007,0.002
720,0.996,0.002,0.002
721,0.997,0.006,0.003
722,0.996,0.003,0.005
723,0.996,0.002,0.003
724,0.998,0.001,0.006
725,0.997,0.003,0.003
726,0.995,0.002,0.004
727,0.997,0.006,0.003
728,0.995,0.006,0.003
729,0.99,0.001,0.003
730,0.997,0.003,0.006
731,0.997,0.002,0.001
732,0.997,0.003,0.005
733,0.997,0.002,0.003
734,0.998,0.004,0.007
735,1,0.005,0.002
736,0.998,0.003,0.005
737,0.999,0.006,0.001
738,0.999,0.002,0.004
739,0.995,0.006,0.002
740,0.998,0.002,0.005
741,1,0,0.002
742,0.999,0.002,0.002
743,0.996,0.002,0.003
744,0.999,0.006,0.001
745,0.994,0.006,0.003
746,0.996,0.001,0.006
747,0.998,0.001,0
748,0.996,0.003,0.002
749,0.997,0.005,0.005
750,0.996,0.003,0.003
751,0.999,0,0.005
752,0.995,0.005,0.003
753,0.997,0.002,0.001
754,0.996,0.001,0.002
755,0.995,0.004,0.002
756,1,0.003,0.004
757,0.999,0.003,0.002
758,0.997,0.004,0.003
759,0.999,0.003,0.002
760,0.999,0.004,0.002
761,0.998,0.001,0.004
762,0.998,0.002,0.002
763,0.996,0.002,0.003
764,0.998,0.003,0.002
765,0.998,0.001,0.003
766,0.994,0.001,0.001
767,1,0.005,0.006
768,0.993,0.007,0.002
769,1,0.001,0.002
770,0.995,0.002,0.002
771,0.996,0.004,0.001
772,0.998,0.001,0.007
773,0.996,0.004,0.005
774,1,0.005,0.002
775,0.997,0.003,0
776,0.999,0.002,0.001
777,0.995,0.002,0.003
778,0.998,0.002,0.002
779,0.997,0.002,0.003
780,0.998,0.003,0.005
781,0.998,0.004,0.004
782,0.999,0.001,0.001
783,0.997,0.003,0.001
784,0.993,0.003,0.004
785,0.997,0.006,0.004
786,0.996,0.003,0.004
787,0.998,0,0.004
788,0.995,0.001,0.002
789,0.997,0.001,0.005
790,0.998,0.002,0.004
791,0.998,0.004,0.004
792,0.996,0.005,0.001
793,0.998,0.01,0.002
794,1,0.002,0.002
795,0.999,0,0.001
796,0.997,0.004,0.002
797,0.997,0.003,0.004
798,0.997,0.004,0.001
799,0.998,0,0.001
800,0.999,0.003,0.004
801,0.999,0.002,0.005
802,0.995,0.002,0
803,0.997,0,0.001
804,0.998,0.007,0.002
805,0.998,0.002,0.005
806,1,0.001,0.004
807,0.999,0.002,0.002
808,0.999,0.002,0
809,0.997,0.003,0.001
810,0.997,0.001,0.001
811,0.999,0.001,0.005
812,0.995,0.002,0.001
813,0.999,0.005,0.006
814,0.997,0.003,0.003
815,0.999,0.002,0.002
816,0.997,0,0
817,0.998,0.001,0.002
818,0.998,0.001,0.002
819,0.997,0.001,0.004
820,0.997,0.001,0.003
821,0.999,0.001,0.006
822,0.995,0,0.003
823,0.996,0.002,0.001
824,1,0.004,0.003
825,0.998,0.002,0
826,0.998,0.005,0.001
827,0.997,0,0.003
828,0.997,0.002,0
829,0.995,0.003,0.004
830,0.999,0.003,0.003
831,1,0.001,0.001
832,0.999,0.001,0.001
833,0.998,0.001,0.003
834,0.998,0.001,0
835,0.998,0,0.002
836,0.999,0.004,0.002
837,0.997,0.001,0.002
838,0.999,0.003,0.004
839,1,0.002,0.004
840,0.997,0.002,0.001
841,0.996,0.001,0.001
842,0.999,0.001,0.002
843,0.999,0.004,0.003
844,0.998,0.001,0.002
845,0.999,0.002,0.003
846,0.999,0.004,0.005
847,0.999,0,0
848,1,0.003,0.002
849,1,0.002,0.004
850,0.997,0.006,0.002
851,1,0,0.003
852,0.998,0,0.002
853,1,0.001,0.003
854,0.999,0.003,0.001
855,0.999,0.001,0.003
856,0.999,0.006,0.002
857,0.998,0.002,0.003
858,0.997,0.001,0
859,0.996,0,0.001
860,0.996,0.001,0.001
861,0.999,0,0
862,0.998,0.002,0.003
863,0.998,0.002,0.002
864,0.993,0.003,0.001
865,0.999,0.003,0.001
866,0.999,0.001,0.001
867,0.997,0.001,0.002
868,0.999,0.001,0.001
869,0.997,0,0.003
870,0.999,0.005,0.002
871,1,0.004,0.003
872,0.998,0.003,0.001
873,0.998,0.001,0
874,0.996,0.002,0.001
875,0.996,0.001,0.002
876,0.998,0.003,0.002
877,0.999,0.002,0.001
878,0.999,0,0
879,1,0.005,0.004
880,0.998,0.002,0.001
881,0.999,0.001,0.003
882,0.998,0.004,0.002
883,0.999,0.002,0.001
884,0.999,0.001,0.002
885,0.997,0.002,0
886,1,0,0
887,0.999,0.004,0
888,1,0.002,0.002
889,1,0.002,0.001
890,0.998,0.001,0.003
891,0.998,0.002,0
892,0.999,0.001,0.001
893,0.999,0.001,0.002
894,0.997,0.001,0.001
895,0.998,0.001,0.002
896,0.999,0.004,0.001
897,0.999,0.001,0.003
898,0.999,0.001,0.001
899,0.999,0.002,0.001
900,1,0,0.001
901,0.999,0.002,0.002
902,0.998,0.006,0.001
903,1,0.002,0.001
904,1,0,0.001
905,0.998,0.001,0
906,0.998,0.003,0.003
907,1,0.001,0.003
908,1,0,0.001
909,0.998,0.001,0.004
910,0.999,0,0.001
911,1,0.001,0.003
912,1,0.002,0.001
913,0.999,0.002,0.001
914,0.999,0.002,0.003
915,0.997,0,0.002
916,0.998,0.002,0.003
917,0.998,0.001,0.002
918,0.999,0.002,0
919,0.998,0.001,0
920,0.997,0,0.001
921,1,0,0.001
922,1,0.001,0.002
923,0.999,0.001,0
924,1,0.002,0.002
925,0.999,0.003,0
926,0.999,0,0.001
927,1,0.001,0.002
928,1,0.001,0
929,0.998,0,0.001
930,1,0.001,0.001
931,1,0.001,0.001
932,0.997,0,0.001
933,1,0.001,0.003
934,1,0.001,0.002
935,0.997,0,0
936,0.998,0,0.002
937,0.999,0,0
938,1,0.002,0.003
939,0.998,0.005,0
940,1,0,0.003
941,0.998,0.001,0.001
942,0.999,0,0.001
943,0.997,0.001,0
944,1,0.001,0
945,0.998,0.001,0.001
946,1,0.003,0
947,1,0.001,0.001
948,0.997,0.002,0
949,0.998,0.001,0.001
950,1,0.001,0.001
951,0.999,0,0.002
952,0.999,0.001,0.002
953,0.995,0.002,0
954,0.998,0,0.001
955,0.998,0.003,0.001
956,0.998,0.002,0.001
957,0.998,0.002,0
958,1,0,0
959,0.999,0,0.003
960,1,0.001,0.003
961,0.998,0,0.003
962,1,0.001,0.001
963,0.996,0,0.003
964,0.999,0.001,0
965,0.999,0.001,0.002
966,0.999,0,0
967,1,0.001,0
968,0.998,0,0.001
969,0.999,0.001,0.001
970,0.999,0.002,0
971,0.998,0,0.002
972,0.998,0.004,0
973,1,0,0.001
974,1,0,0.002
975,0.998,0,0
976,0.999,0,0.002
977,0.999,0.001,0
978,1,0,0.001
979,0.999,0,0
980,1,0.001,0.003
981,0.999,0.002,0.002
982,0.998,0.001,0.001
983,0.999,0,0
984,0.997,0.001,0.002
985,0.999,0.002,0.003
986,1,0.002,0
987,0.998,0.001,0.004
988,0.999,0,0.001
989,0.999,0,0
990,0.998,0.004,0
991,0.999,0.001,0
992,1,0,0
993,0.998,0.001,0
994,0.999,0.001,0
995,1,0.001,0.003
996,1,0.001,0
997,1,0,0
998,1,0,0.001
999,1,0.002,0
1000,1,0.001,0.001
